    431     1939 1389.8900 5.720 0.000 102.853 23.329
    432     1933 1390.1100 5.262 -3000.000 102.862 23.355
    433     2198 1390.7400 4.747 0.000 102.680 27.140
    434     1001 1392.8000 4.745 0.000 102.878 26.850
    435     1933 1393.4400 4.713 -3000.000 102.862 23.355
    436     1883 1393.4700 5.180 0.000 102.929 23.534
    437       44 1393.8500 4.976 -6000.000 102.268 29.115
    438     1183 1394.0100 4.747 0.000 103.124 26.186
    439     1955 1394.3400 4.715 -6000.000 102.834 23.278
    440     1302 1394.4400 4.750 0.000 103.261 25.752
    441     2023 1394.5300 4.747 0.000 102.335 27.742
    442     1883 1394.7400 4.743 0.000 102.929 23.534
    443       17 1395.6800 4.976 -9000.000 102.275 29.223
    444     1989 1395.8600 4.993 -3000.000 102.271 27.864
    445     1935 1396.9300 4.712 -9000.000 102.862 23.355
    446     1953 1397.7100 4.748 0.000 102.834 23.278
    447      378 1398.6700 4.743 0.000 102.344 29.155
    448     1211 1398.9200 5.272 0.000 103.161 26.084
    449     1281 1399.5600 5.608 0.000 103.267 25.833
    450     1942 1399.7600 5.151 -9000.000 102.853 23.329
    451     1897 1400.4500 4.743 0.000 102.910 23.483
    452     1855 1400.6800 4.746 0.000 102.966 23.637
    453     2205 1401.0600 4.747 0.000 102.696 27.117
    454     1708 1401.5200 4.749 0.000 103.102 24.188
    455     1925 1402.1800 4.745 0.000 102.872 23.381
    456       42 1402.6300 4.753 0.000 102.268 29.115
    457     1155 1403.1500 4.745 0.000 103.093 26.291
    458        5 1404.0600 4.720 -15000.000 102.278 29.277
    459     1561 1404.2100 5.006 0.000 103.155 24.755
    460     1936 1404.3100 4.712 -12000.000 102.862 23.355
    461     1757 1404.5000 6.187 0.000 103.082 24.000
    462     1575 1404.8900 5.773 0.000 103.149 24.701
    463     1806 1405.4100 5.003 0.000 103.032 23.817
    464      994 1405.9700 4.744 0.000 102.863 26.873
    465     1932 1406.5600 4.746 0.000 102.862 23.355
    466     1302 1407.0700 4.750 0.000 103.261 25.752
    467      364 1407.2800 4.749 0.000 102.317 29.203
    468     1946 1408.3100 4.743 0.000 102.844 23.304
    469       11 1408.5800 4.703 -12000.000 102.276 29.250
    470     1169 1409.0200 4.740 0.000 103.108 26.239
    471     1827 1409.3600 5.159 0.000 103.004 23.740
    472     1183 1410.5000 4.747 0.000 103.124 26.186
    473     1943 1411.2600 4.714 -12000.000 102.853 23.329
    474     1276 1411.6100 4.715 -6000.000 103.268 25.860
    475     1267 1411.6800 4.750 0.000 103.256 25.885
    476     1225 1411.9200 5.621 0.000 103.185 26.034
    477     2030 1412.0600 5.006 0.000 102.348 27.717
    478     1939 1412.1000 4.748 0.000 102.853 23.329
    479     1918 1412.3000 4.746 0.000 102.881 23.406
    480        3 1413.9900 4.720 -9000.000 102.278 29.277
    481     1954 1414.3500 4.715 -3000.000 102.834 23.278
    482     1232 1416.2300 4.750 0.000 103.197 26.009
    483     2228 1416.8100 5.152 -6000.000 102.744 27.048
    484      350 1416.9100 4.750 0.000 102.291 29.253
    485      315 1417.4900 4.746 0.000 102.209 28.064
    486     1933 1417.6300 5.887 -3000.000 102.862 23.355
    487     1442 1418.2200 5.160 0.000 103.212 25.212
    488     1792 1418.4200 4.998 0.000 103.051 23.868
    489       43 1419.3800 4.720 -3000.000 102.268 29.115
    490     2220 1420.5900 4.707 -3000.000 102.728 27.071
    491     1288 1420.6800 5.001 0.000 103.265 25.806
    492     1862 1420.9000 4.745 0.000 102.957 23.611
    493     1001 1421.6400 4.745 0.000 102.878 26.850
    494       77 1422.4700 5.006 0.000 102.260 28.980
    495     1127 1422.9100 4.745 0.000 103.062 26.396
    496      372 1422.9500 4.709 -3000.000 102.331 29.179
    497     1806 1423.6700 4.746 0.000 103.032 23.817
